District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
CON ,Locality: 041 CHESTERFIELD COUNTY,0402,402 - GENITO,3,1,4,,,,,1,3,1,4,,,,,9,13,3,16,1,,,
CON ,Locality: 053 DINWIDDIE COUNTY,0402,402 - MCKENNEY,4,,4,,,,,1,4,,4,,,,,9,13,3,16,1,,,
CON ,Locality: 139 PAGE COUNTY,0,LURAY - 1480,1,,1,,,,,1,1,,1,,,,,9,13,3,16,1,,,
CON ,Locality: 149 PRINCE GEORGE COUNTY,0104,104 - RIVES,1,,1,1,,,,2,3,,3,1,,,,9,13,3,16,1,,,
CON ,Locality: 149 PRINCE GEORGE COUNTY,0205,205 - JEFFERSON PARK,2,,2,,,,,2,3,,3,1,,,,9,13,3,16,1,,,
CON ,Locality: 181 SURRY COUNTY,0301,301 - DENDRON,,1,1,,,,,1,,1,1,,,,,9,13,3,16,1,,,
CON ,Locality: 550 CHESAPEAKE CITY,0020,020 - E W CHITTUM,,1,1,,,,,1,,1,1,,,,,9,13,3,16,1,,,
CON ,Locality: 670 HOPEWELL CITY,0201,201 - WARD TWO,1,,1,,,,,2,2,,2,,,,,9,13,3,16,1,,,
CON ,Locality: 670 HOPEWELL CITY,0601,601 - WARD SIX,1,,1,,,,,2,2,,2,,,,,9,13,3,16,1,,,
CON 01,Locality: 033 CAROLINE COUNTY,0101,101 - BOWLING GREEN,"1,790",42,"1,832",14,1,,,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0102,102 - SPARTA,"1,411",25,"1,436",8,1,,2,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0201,201 - NORTH MADISON,"1,603",49,"1,652",14,1,,,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0202,202 - SOUTH MADISON,"1,982",49,"2,031",10,5,,1,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0301,301 - PORT ROYAL,921,27,948,11,2,2,1,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0302,302 - WOODFORD,"2,149",44,"2,193",11,2,1,,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0401,401 - DAWN,"2,465",81,"2,546",9,,,1,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0402,402 - CARMEL CHURCH,794,13,807,5,1,,,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0501,501 - WEST MATTAPONI,"1,772",55,"1,827",14,8,1,,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0502,502 - MILFORD,"1,425",25,"1,450",2,,,1,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0601,601 - CHILESBURG,"1,848",58,"1,906",18,5,,,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 033 CAROLINE COUNTY,0602,602 - LAKE,"1,379",41,"1,420",17,3,1,,12,"19,539",509,"20,048",133,29,5,6,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 057 ESSEX COUNTY,0101,101 - GREATER TAPPAHANNOCK,"1,674",111,"1,785",7,2,1,4,4,"7,097",455,"7,552",33,6,1,5,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 057 ESSEX COUNTY,0201,201 - NORTH,"1,701",142,"1,843",10,,,,4,"7,097",455,"7,552",33,6,1,5,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 057 ESSEX COUNTY,0301,301 - SOUTH,"1,923",88,"2,011",10,4,,1,4,"7,097",455,"7,552",33,6,1,5,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 057 ESSEX COUNTY,0401,401 - CENTRAL,"1,799",114,"1,913",6,,,,4,"7,097",455,"7,552",33,6,1,5,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 061 FAUQUIER COUNTY,0102,102 - CATLETT,"3,061",56,"3,117",15,3,,8,4,"10,220",240,"10,460",60,13,4,33,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 061 FAUQUIER COUNTY,0104,104 - LOIS,"1,270",24,"1,294",5,1,,6,4,"10,220",240,"10,460",60,13,4,33,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 061 FAUQUIER COUNTY,0301,301 - MORRISVILLE,"2,028",50,"2,078",11,3,3,3,4,"10,220",240,"10,460",60,13,4,33,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 061 FAUQUIER COUNTY,0303,303 - BEALETON,"3,861",110,"3,971",29,6,1,16,4,"10,220",240,"10,460",60,13,4,33,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0101,101 - HARCUM,"1,973",39,"2,012",16,1,1,2,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0102,102 - SALEM,"1,715",25,"1,740",11,,,,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0103,103 - PEASLEY,"1,302",40,"1,342",12,,,,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0201,201 - COURTHOUSE,"2,085",41,"2,126",15,8,1,2,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0202,202 - BOTETOURT,"3,158",59,"3,217",43,6,,5,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0301,301 - WHITE MARSH,"2,398",55,"2,453",29,1,,2,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0302,302 - ROANES,"3,063",60,"3,123",42,4,1,3,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0401,401 - HAYES,"2,960",51,"3,011",23,5,1,2,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0402,402 - SARAHS CREEK,"2,356",61,"2,417",19,3,,2,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0501,501 - ACHILLES,"3,282",64,"3,346",31,5,2,2,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 073 GLOUCESTER COUNTY,0502,502 - WALKER,"2,456",49,"2,505",21,3,2,4,11,"26,748",544,"27,292",262,36,8,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0101,101 - ASHLAND,"2,060",37,"2,097",9,13,2,5,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0104,104 - SLIDING HILL,"2,154",32,"2,186",12,3,2,5,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0105,105 - BERKLEY,"1,970",53,"2,023",11,5,1,1,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0106,106 - KERSEY CREEK,"1,235",10,"1,245",9,1,2,2,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0107,107 - CHICKAHOMINY,"1,706",13,"1,719",6,7,3,9,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0201,201 - BEAVERDAM,"2,822",46,"2,868",14,4,,1,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0202,202 - BLUNTS,"1,410",18,"1,428",8,1,5,1,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0203,203 - WILMINGTON PARISH,"2,067",30,"2,097",3,11,2,2,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0206,206 - COURTHOUSE,"1,934",23,"1,957",6,1,,2,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0208,208 - OAK KNOLL,"1,918",27,"1,945",6,3,1,1,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0209,209 - WEST HANOVER,616,8,624,1,,,1,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0210,210 - OAK HILL,689,5,694,2,,1,,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0301,301 - CLAY,"2,583",41,"2,624",8,,4,4,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0303,303 - SHADY GROVE,"2,284",29,"2,313",12,,1,2,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0304,304 - ATLEE,"5,448",51,"5,499",36,10,3,18,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0305,305 - COOL SPRING,"2,453",38,"2,491",12,8,2,5,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0401,401 - BATTLEFIELD,"2,555",37,"2,592",10,1,1,9,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0403,403 - COLD HARBOR,"3,218",55,"3,273",11,6,3,13,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0404,404 - BLACK CREEK,"2,830",22,"2,852",13,9,3,15,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0405,405 - PEBBLE CREEK,"1,594",24,"1,618",8,5,2,11,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0406,406 - BEAVERDAM CREEK,645,19,664,5,1,,,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0502,502 - RURAL POINT,"2,443",38,"2,481",11,1,3,2,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0503,503 - NEWMAN,"2,212",40,"2,252",14,3,1,3,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0504,504 - STUDLEY,"1,562",21,"1,583",9,2,1,,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0505,505 - TOTOPOTOMOY,"1,277",26,"1,303",6,1,1,4,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0506,506 - GEORGETOWN,"1,898",24,"1,922",11,5,3,4,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0507,507 - LAUREL MEADOW,"2,324",36,"2,360",13,1,1,16,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0601,601 - VILLAGE,"3,649",50,"3,699",18,4,1,8,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0602,602 - LEE DAVIS,"3,170",62,"3,232",13,2,,13,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0603,603 - MECHANICSVILLE,"2,202",62,"2,264",11,1,,10,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0604,604 - HANOVER GROVE,"1,787",26,"1,813",4,1,,8,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0701,701 - FARRINGTON,"2,434",27,"2,461",8,10,1,,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0702,702 - MONTPELIER,"2,193",30,"2,223",11,4,1,1,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0703,703 - ROCKVILLE,"2,278",36,"2,314",11,7,,2,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0704,704 - ELMONT,"2,656",34,"2,690",7,2,1,2,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 085 HANOVER COUNTY,0705,705 - SOUTH ANNA,"1,353",13,"1,366",4,4,1,,36,"77,629","1,143","78,772",353,137,53,180,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0101,101 - BERKELEY A,"3,362",65,"3,427",30,12,3,5,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0102,102 - BERKELEY B,"2,402",54,"2,456",30,5,1,1,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0103,103 - BERKELEY C,"4,790",110,"4,900",31,21,8,2,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0202,202 - JAMESTOWN B,"3,718",138,"3,856",22,8,2,3,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0203,203 - JAMESTOWN C,"2,807",68,"2,875",38,15,4,1,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0204,204 - JAMESTOWN D,"3,666",62,"3,728",28,9,4,2,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0301,301 - POWHATAN A,"4,043",82,"4,125",26,11,7,,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0302,302 - POWHATAN B,"1,289",24,"1,313",9,2,1,2,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0303,303 - POWHATAN C,"1,491",27,"1,518",8,3,,,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0304,304 - POWHATAN D,"3,598",147,"3,745",43,10,2,4,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0401,401 - STONEHOUSE A,"4,008",86,"4,094",42,7,1,2,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0402,402 - STONEHOUSE B,"5,225",108,"5,333",26,7,1,2,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0403,403 - STONEHOUSE C,"3,296",65,"3,361",22,9,1,,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
CON 01,Locality: 095 JAMES CITY COUNTY,0504,504 - ROBERTS D,27,1,28,,,,,14,"43,722","1,037","44,759",355,119,35,24,223,"526,000","13,646","539,646","6,204","1,562",272,703
