District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
CON 01,Locality: 033 CAROLINE COUNTY,0101,101 - BOWLING GREEN,"1,717",86,"1,803",11,1,,1,12,"18,688","1,077","19,765",113,27,7,1,224,"497,980","28,823","526,803","4,697","1,471",289,76
CON 01,Locality: 033 CAROLINE COUNTY,0102,102 - SPARTA,"1,330",86,"1,416",11,2,,,12,"18,688","1,077","19,765",113,27,7,1,224,"497,980","28,823","526,803","4,697","1,471",289,76
CON 01,Locality: 033 CAROLINE COUNTY,0201,201 - NORTH MADISON,"1,502",92,"1,594",12,1,,,12,"18,688","1,077","19,765",113,27,7,1,224,"497,980","28,823","526,803","4,697","1,471",289,76
CON 01,Locality: 033 CAROLINE COUNTY,0202,202 - SOUTH MADISON,"1,866",100,"1,966",13,4,,,12,"18,688","1,077","19,765",113,27,7,1,224,"497,980","28,823","526,803","4,697","1,471",289,76
CON 01,Locality: 033 CAROLINE COUNTY,0301,301 - PORT ROYAL,870,61,931,9,,2,,12,"18,688","1,077","19,765",113,27,7,1,224,"497,980","28,823","526,803","4,697","1,471",289,76
CON 01,Locality: 033 CAROLINE COUNTY,0302,302 - WOODFORD,"2,097",136,"2,233",7,2,1,,12,"18,688","1,077","19,765",113,27,7,1,224,"497,980","28,823","526,803","4,697","1,471",289,76
CON 01,Locality: 033 CAROLINE COUNTY,0401,401 - DAWN,"2,404",128,"2,532",8,2,,,12,"18,688","1,077","19,765",113,27,7,1,224,"497,980","28,823","526,803","4,697","1,471",289,76
CON 01,Locality: 033 CAROLINE COUNTY,0402,402 - CARMEL CHURCH,804,38,842,6,,,,12,"18,688","1,077","19,765",113,27,7,1,224,"497,980","28,823","526,803","4,697","1,471",289,76
CON 01,Locality: 033 CAROLINE COUNTY,0501,501 - WEST MATTAPONI,"1,658",97,"1,755",9,7,1,,12,"18,688","1,077","19,765",113,27,7,1,224,"497,980","28,823","526,803","4,697","1,471",289,76
CON 01,Locality: 033 CAROLINE COUNTY,0502,502 - MILFORD,"1,389",58,"1,447",3,,,,12,"18,688","1,077","19,765",113,27,7,1,224,"497,980","28,823","526,803","4,697","1,471",289,76
