District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
CON 01,Locality: 033 CAROLINE COUNTY,0101,101 - BOWLING GREEN,"1,635",106,"1,741",4,5,,,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0102,102 - SPARTA,"1,317",82,"1,399",10,3,,1,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0201,201 - NORTH MADISON,"1,206",119,"1,325",3,1,1,,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0202,202 - SOUTH MADISON,"1,617",158,"1,775",7,3,,,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0301,301 - PORT ROYAL,807,76,883,6,1,3,,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0302,302 - WOODFORD,"1,951",148,"2,099",5,2,,,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0401,401 - DAWN,"2,309",143,"2,452",9,3,1,,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0402,402 - CARMEL CHURCH,746,46,792,2,,,2,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0501,501 - WEST MATTAPONI,"1,537",123,"1,660",4,4,1,,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0502,502 - MILFORD,"1,384",89,"1,473",2,1,1,,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0601,601 - CHILESBURG,"1,566",190,"1,756",7,3,,,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 033 CAROLINE COUNTY,0602,602 - LAKE,"1,114",155,"1,269",5,2,3,,12,"17,189","1,435","18,624",64,28,10,3,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 057 ESSEX COUNTY,0101,101 - GREATER TAPPAHANNOCK,"1,673",134,"1,807",6,3,,,4,"7,123",390,"7,513",19,6,,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 057 ESSEX COUNTY,0201,201 - NORTH,"1,834",79,"1,913",3,,,,4,"7,123",390,"7,513",19,6,,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 057 ESSEX COUNTY,0301,301 - SOUTH,"1,836",85,"1,921",3,2,,,4,"7,123",390,"7,513",19,6,,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 057 ESSEX COUNTY,0401,401 - CENTRAL,"1,780",92,"1,872",7,1,,,4,"7,123",390,"7,513",19,6,,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 061 FAUQUIER COUNTY,0102,102 - CATLETT,"2,755",184,"2,939",7,3,,,4,"8,746",763,"9,509",18,10,4,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 061 FAUQUIER COUNTY,0104,104 - LOIS,"1,122",62,"1,184",1,1,,,4,"8,746",763,"9,509",18,10,4,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 061 FAUQUIER COUNTY,0301,301 - MORRISVILLE,"1,828",146,"1,974",2,,4,,4,"8,746",763,"9,509",18,10,4,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 061 FAUQUIER COUNTY,0303,303 - BEALETON,"3,041",371,"3,412",8,6,,,4,"8,746",763,"9,509",18,10,4,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0101,101 - HARCUM,"1,862",96,"1,958",19,5,,,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0102,102 - SALEM,"1,576",107,"1,683",12,1,,,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0103,103 - PEASLEY,"1,181",73,"1,254",7,,,,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0201,201 - COURTHOUSE,"1,926",112,"2,038",10,2,,,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0202,202 - BOTETOURT,"2,921",192,"3,113",27,6,,1,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0301,301 - WHITE MARSH,"2,221",125,"2,346",20,2,,,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0302,302 - ROANES,"2,793",138,"2,931",29,4,,1,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0401,401 - HAYES,"2,462",222,"2,684",17,6,,,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0402,402 - SARAHS CREEK,"2,133",137,"2,270",13,2,1,1,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0501,501 - ACHILLES,"3,103",162,"3,265",33,13,2,1,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 073 GLOUCESTER COUNTY,0502,502 - WALKER,"2,136",131,"2,267",11,4,3,1,11,"24,314","1,495","25,809",198,45,6,5,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0101,101 - BERKELEY A,"4,040",310,"4,350",11,13,4,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0102,102 - BERKELEY B,"2,174",192,"2,366",10,2,,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0103,103 - BERKELEY C,"3,979",224,"4,203",6,11,,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0201,201 - JAMESTOWN A,"1,031",102,"1,133",2,3,3,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0202,202 - JAMESTOWN B,"3,025",439,"3,464",6,1,3,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0203,203 - JAMESTOWN C,"2,219",203,"2,422",10,8,1,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0204,204 - JAMESTOWN D,"3,400",125,"3,525",11,4,4,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0301,301 - POWHATAN A,"3,406",234,"3,640",7,8,,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0302,302 - POWHATAN B,"1,231",100,"1,331",6,3,,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0303,303 - POWHATAN C,"1,303",82,"1,385",1,,2,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0304,304 - POWHATAN D,"3,258",399,"3,657",24,5,1,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0401,401 - STONEHOUSE A,"3,020",175,"3,195",10,10,,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0402,402 - STONEHOUSE B,"4,071",270,"4,341",14,6,1,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0403,403 - STONEHOUSE C,"2,871",126,"2,997",5,4,2,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0501,501 - ROBERTS A,"1,812",233,"2,045",6,,,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0502,502 - ROBERTS B,"3,622",206,"3,828",4,21,7,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0503,503 - ROBERTS C,683,112,795,,,2,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 095 JAMES CITY COUNTY,0504,504 - ROBERTS D,"3,191",322,"3,513",6,8,2,,18,"48,336","3,854","52,190",139,107,32,,198,"447,448","39,991","487,439","2,997","1,251",214,32
CON 01,Locality: 097 KING & QUEEN COUNTY,0101,101 - OWENTON,884,62,946,1,,,,5,"4,587",264,"4,851",7,2,,,198,"447,448","39,991","487,439","2,997","1,251",214,32
