District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
CON 01,Locality: 033 CAROLINE COUNTY,0101,101 - BOWLING GREEN,"1,659",94,"1,753",4,4,,,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0102,102 - SPARTA,"1,358",73,"1,431",10,3,,,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0201,201 - NORTH MADISON,"1,299",106,"1,405",4,1,,1,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0202,202 - SOUTH MADISON,"1,661",140,"1,801",7,2,,,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0301,301 - PORT ROYAL,815,67,882,6,2,3,,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0302,302 - WOODFORD,"2,007",134,"2,141",5,1,,,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0401,401 - DAWN,"2,346",131,"2,477",11,2,1,,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0402,402 - CARMEL CHURCH,748,41,789,2,,,,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0501,501 - WEST MATTAPONI,"1,565",109,"1,674",4,4,1,1,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0502,502 - MILFORD,"1,367",84,"1,451",1,1,1,,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0601,601 - CHILESBURG,"1,613",173,"1,786",7,2,,,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 033 CAROLINE COUNTY,0602,602 - LAKE,"1,172",148,"1,320",5,1,3,,12,"17,610","1,300","18,910",66,23,9,2,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 057 ESSEX COUNTY,0101,101 - GREATER TAPPAHANNOCK,"1,670",129,"1,799",5,2,,,4,"7,156",370,"7,526",18,5,,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 057 ESSEX COUNTY,0201,201 - NORTH,"1,828",76,"1,904",4,,,,4,"7,156",370,"7,526",18,5,,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 057 ESSEX COUNTY,0301,301 - SOUTH,"1,858",77,"1,935",3,2,,,4,"7,156",370,"7,526",18,5,,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 057 ESSEX COUNTY,0401,401 - CENTRAL,"1,800",88,"1,888",6,1,,,4,"7,156",370,"7,526",18,5,,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 061 FAUQUIER COUNTY,0102,102 - CATLETT,"2,813",162,"2,975",6,3,,,4,"9,034",702,"9,736",17,8,4,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 061 FAUQUIER COUNTY,0104,104 - LOIS,"1,169",51,"1,220",1,1,,,4,"9,034",702,"9,736",17,8,4,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 061 FAUQUIER COUNTY,0301,301 - MORRISVILLE,"1,887",136,"2,023",3,,4,,4,"9,034",702,"9,736",17,8,4,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 061 FAUQUIER COUNTY,0303,303 - BEALETON,"3,165",353,"3,518",7,4,,,4,"9,034",702,"9,736",17,8,4,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0101,101 - HARCUM,"1,852",91,"1,943",14,3,,,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0102,102 - SALEM,"1,613",92,"1,705",11,1,,1,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0103,103 - PEASLEY,"1,179",72,"1,251",8,,,,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0201,201 - COURTHOUSE,"1,945",105,"2,050",9,1,,,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0202,202 - BOTETOURT,"2,920",180,"3,100",22,4,,1,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0301,301 - WHITE MARSH,"2,251",114,"2,365",20,2,,1,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0302,302 - ROANES,"2,783",135,"2,918",26,3,,,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0401,401 - HAYES,"2,542",209,"2,751",12,5,,,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0402,402 - SARAHS CREEK,"2,172",127,"2,299",12,1,1,,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0501,501 - ACHILLES,"3,122",140,"3,262",26,11,2,,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 073 GLOUCESTER COUNTY,0502,502 - WALKER,"2,190",126,"2,316",6,2,2,,11,"24,569","1,391","25,960",166,33,5,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0101,101 - BERKELEY A,"4,070",272,"4,342",11,9,4,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0102,102 - BERKELEY B,"2,229",178,"2,407",10,2,,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0103,103 - BERKELEY C,"4,178",198,"4,376",8,9,,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0201,201 - JAMESTOWN A,"1,057",101,"1,158",2,1,3,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0202,202 - JAMESTOWN B,"3,226",421,"3,647",7,1,2,1,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0203,203 - JAMESTOWN C,"2,296",175,"2,471",11,8,1,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0204,204 - JAMESTOWN D,"3,471",121,"3,592",12,5,3,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0301,301 - POWHATAN A,"3,546",224,"3,770",5,7,,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0302,302 - POWHATAN B,"1,247",90,"1,337",5,3,,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0303,303 - POWHATAN C,"1,321",72,"1,393",1,,2,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0304,304 - POWHATAN D,"3,329",382,"3,711",21,4,1,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0401,401 - STONEHOUSE A,"3,161",175,"3,336",7,8,,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0402,402 - STONEHOUSE B,"4,219",247,"4,466",11,5,1,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0403,403 - STONEHOUSE C,"2,979",108,"3,087",7,2,2,1,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0501,501 - ROBERTS A,"1,842",210,"2,052",6,,,2,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0502,502 - ROBERTS B,"3,647",182,"3,829",4,18,6,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0503,503 - ROBERTS C,698,104,802,,,2,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 095 JAMES CITY COUNTY,0504,504 - ROBERTS D,"3,200",300,"3,500",10,7,3,,18,"49,716","3,560","53,276",138,89,30,4,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 097 KING & QUEEN COUNTY,0101,101 - OWENTON,891,56,947,,,,,5,"4,597",225,"4,822",1,1,,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 097 KING & QUEEN COUNTY,0201,201 - CLARKS,956,38,994,,,,,5,"4,597",225,"4,822",1,1,,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 097 KING & QUEEN COUNTY,0301,301 - SHACKLEFORDS,919,50,969,1,,,,5,"4,597",225,"4,822",1,1,,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 097 KING & QUEEN COUNTY,0401,401 - COURTHOUSE,974,48,"1,022",,1,,,5,"4,597",225,"4,822",1,1,,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 097 KING & QUEEN COUNTY,0501,501 - OLDMILL,857,33,890,,,,,5,"4,597",225,"4,822",1,1,,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 099 KING GEORGE COUNTY,0101,101 - COURTHOUSE,"2,423",130,"2,553",8,,2,1,5,"14,293","1,042","15,335",51,7,12,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 099 KING GEORGE COUNTY,0102,102 - PASSAPATANZY,"1,244",80,"1,324",3,,,,5,"14,293","1,042","15,335",51,7,12,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 099 KING GEORGE COUNTY,0201,201 - MONROE,"3,638",232,"3,870",15,1,7,2,5,"14,293","1,042","15,335",51,7,12,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 099 KING GEORGE COUNTY,0301,301 - DAHLGREN,"3,405",349,"3,754",12,4,1,,5,"14,293","1,042","15,335",51,7,12,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 099 KING GEORGE COUNTY,0401,401 - SHILOH,"3,583",251,"3,834",13,2,2,,5,"14,293","1,042","15,335",51,7,12,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 101 KING WILLIAM COUNTY,0101,101 - WEST POINT,"2,094",105,"2,199",12,2,2,1,6,"10,781",406,"11,187",33,8,4,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 101 KING WILLIAM COUNTY,0201,201 - SWEET HALL,763,22,785,,,,,6,"10,781",406,"11,187",33,8,4,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 101 KING WILLIAM COUNTY,0202,202 - COURTHOUSE,"1,405",47,"1,452",8,,1,2,6,"10,781",406,"11,187",33,8,4,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 101 KING WILLIAM COUNTY,0301,301 - AYLETT,"2,064",90,"2,154",3,2,,,6,"10,781",406,"11,187",33,8,4,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 101 KING WILLIAM COUNTY,0401,401 - MANQUIN,"2,176",87,"2,263",4,,1,,6,"10,781",406,"11,187",33,8,4,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 101 KING WILLIAM COUNTY,0501,501 - MANGOHICK,"2,279",55,"2,334",6,4,,,6,"10,781",406,"11,187",33,8,4,3,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 103 LANCASTER COUNTY,0101,101 - PRECINCT 1-1,"1,656",80,"1,736",11,1,1,,6,"8,221",405,"8,626",23,12,5,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 103 LANCASTER COUNTY,0201,201 - PRECINCT 2-1,"1,524",63,"1,587",3,2,,,6,"8,221",405,"8,626",23,12,5,,201,"458,391","36,612","495,003","2,866","1,141",198,114
CON 01,Locality: 103 LANCASTER COUNTY,0301,301 - PRECINCT 3-1,"1,256",53,"1,309",3,2,1,,6,"8,221",405,"8,626",23,12,5,,201,"458,391","36,612","495,003","2,866","1,141",198,114
