District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
CON 01,Locality: 033 CAROLINE COUNTY,0101,101 - BOWLING GREEN,"1,640",101,"1,741",4,4,,1,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0102,102 - SPARTA,"1,332",75,"1,407",10,3,,,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0201,201 - NORTH MADISON,"1,239",112,"1,351",3,1,,,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0202,202 - SOUTH MADISON,"1,641",149,"1,790",7,3,,,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0301,301 - PORT ROYAL,812,72,884,6,1,3,1,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0302,302 - WOODFORD,"1,957",141,"2,098",5,2,,,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0401,401 - DAWN,"2,329",135,"2,464",11,2,1,,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0402,402 - CARMEL CHURCH,752,43,795,2,,,,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0501,501 - WEST MATTAPONI,"1,544",113,"1,657",4,4,1,1,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0502,502 - MILFORD,"1,378",86,"1,464",2,1,1,,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0601,601 - CHILESBURG,"1,581",175,"1,756",7,3,,,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 033 CAROLINE COUNTY,0602,602 - LAKE,"1,166",149,"1,315",5,1,3,1,12,"17,371","1,351","18,722",66,25,9,4,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 057 ESSEX COUNTY,0101,101 - GREATER TAPPAHANNOCK,"1,675",124,"1,799",6,3,,,4,"7,152",360,"7,512",19,6,,,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 057 ESSEX COUNTY,0201,201 - NORTH,"1,831",73,"1,904",3,,,,4,"7,152",360,"7,512",19,6,,,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 057 ESSEX COUNTY,0301,301 - SOUTH,"1,846",78,"1,924",3,2,,,4,"7,152",360,"7,512",19,6,,,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 057 ESSEX COUNTY,0401,401 - CENTRAL,"1,800",85,"1,885",7,1,,,4,"7,152",360,"7,512",19,6,,,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 061 FAUQUIER COUNTY,0102,102 - CATLETT,"2,802",167,"2,969",7,3,,4,4,"8,948",710,"9,658",17,9,4,17,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 061 FAUQUIER COUNTY,0104,104 - LOIS,"1,134",56,"1,190",1,1,,4,4,"8,948",710,"9,658",17,9,4,17,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 061 FAUQUIER COUNTY,0301,301 - MORRISVILLE,"1,891",140,"2,031",2,,4,5,4,"8,948",710,"9,658",17,9,4,17,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 061 FAUQUIER COUNTY,0303,303 - BEALETON,"3,121",347,"3,468",7,5,,4,4,"8,948",710,"9,658",17,9,4,17,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 073 GLOUCESTER COUNTY,0101,101 - HARCUM,"1,866",87,"1,953",18,5,,1,11,"24,501","1,379","25,880",183,35,5,7,200,"454,093","37,303","491,396","2,918","1,213",204,356
CON 01,Locality: 073 GLOUCESTER COUNTY,0102,102 - SALEM,"1,598",98,"1,696",12,1,,1,11,"24,501","1,379","25,880",183,35,5,7,200,"454,093","37,303","491,396","2,918","1,213",204,356
