District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
CON ,Locality: 139 PAGE COUNTY,0,LURAY - 1480,1,,1,,,,,1,1,,1,,,,,3,55,3,58,1,,,
CON ,Locality: 810 VIRGINIA BEACH CITY,0031,031 - SIGMA,53,3,56,1,,,,2,54,3,57,1,,,,3,55,3,58,1,,,
CON ,Locality: 810 VIRGINIA BEACH CITY,0064,064 - ROSEMONT FOREST,1,,1,,,,,2,54,3,57,1,,,,3,55,3,58,1,,,
CON 01,Locality: 033 CAROLINE COUNTY,0101,101 - BOWLING GREEN,"1,756",73,"1,829",10,,,1,12,"19,069",952,"20,021",123,25,6,11,224,"509,378","25,670","535,048","5,097","1,441",259,915
CON 01,Locality: 033 CAROLINE COUNTY,0102,102 - SPARTA,"1,343",79,"1,422",11,2,,1,12,"19,069",952,"20,021",123,25,6,11,224,"509,378","25,670","535,048","5,097","1,441",259,915
CON 01,Locality: 033 CAROLINE COUNTY,0201,201 - NORTH MADISON,"1,543",80,"1,623",17,1,,1,12,"19,069",952,"20,021",123,25,6,11,224,"509,378","25,670","535,048","5,097","1,441",259,915
CON 01,Locality: 033 CAROLINE COUNTY,0202,202 - SOUTH MADISON,"1,910",92,"2,002",11,4,,2,12,"19,069",952,"20,021",123,25,6,11,224,"509,378","25,670","535,048","5,097","1,441",259,915
CON 01,Locality: 033 CAROLINE COUNTY,0301,301 - PORT ROYAL,883,51,934,9,,2,,12,"19,069",952,"20,021",123,25,6,11,224,"509,378","25,670","535,048","5,097","1,441",259,915
CON 01,Locality: 033 CAROLINE COUNTY,0302,302 - WOODFORD,"2,138",114,"2,252",7,2,1,1,12,"19,069",952,"20,021",123,25,6,11,224,"509,378","25,670","535,048","5,097","1,441",259,915
CON 01,Locality: 033 CAROLINE COUNTY,0401,401 - DAWN,"2,425",109,"2,534",8,2,,,12,"19,069",952,"20,021",123,25,6,11,224,"509,378","25,670","535,048","5,097","1,441",259,915
