District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
CON ,Locality: 019 BEDFORD COUNTY,0702,702 - LIBERTY HIGH SCHOOL,1,,1,,,,,1,1,,1,,,,,4,10,,10,,,,
CON ,Locality: 059 FAIRFAX COUNTY,0233,233 - NORTH POINT,4,,4,,,,,2,6,,6,,,,,4,10,,10,,,,
CON ,Locality: 059 FAIRFAX COUNTY,0731,731 - TYSONS,2,,2,,,,,2,6,,6,,,,,4,10,,10,,,,
CON ,Locality: 087 HENRICO COUNTY,0211,211 - HIGHLAND GARDENS,3,,3,,,,,1,3,,3,,,,,4,10,,10,,,,
CON 01,Locality: 033 CAROLINE COUNTY,0101,101 - BOWLING GREEN,"1,696",96,"1,792",4,2,,,12,"17,712","1,403","19,115",81,25,10,6,222,"474,718","43,816","518,534","3,207","1,315",300,463
CON 01,Locality: 033 CAROLINE COUNTY,0102,102 - SPARTA,"1,306",92,"1,398",9,2,,,12,"17,712","1,403","19,115",81,25,10,6,222,"474,718","43,816","518,534","3,207","1,315",300,463
CON 01,Locality: 033 CAROLINE COUNTY,0201,201 - NORTH MADISON,"1,365",147,"1,512",8,1,,,12,"17,712","1,403","19,115",81,25,10,6,222,"474,718","43,816","518,534","3,207","1,315",300,463
CON 01,Locality: 033 CAROLINE COUNTY,0202,202 - SOUTH MADISON,"1,710",155,"1,865",9,3,1,,12,"17,712","1,403","19,115",81,25,10,6,222,"474,718","43,816","518,534","3,207","1,315",300,463
CON 01,Locality: 033 CAROLINE COUNTY,0301,301 - PORT ROYAL,837,72,909,6,1,2,,12,"17,712","1,403","19,115",81,25,10,6,222,"474,718","43,816","518,534","3,207","1,315",300,463
CON 01,Locality: 033 CAROLINE COUNTY,0302,302 - WOODFORD,"1,985",142,"2,127",5,2,,,12,"17,712","1,403","19,115",81,25,10,6,222,"474,718","43,816","518,534","3,207","1,315",300,463
CON 01,Locality: 033 CAROLINE COUNTY,0401,401 - DAWN,"2,324",159,"2,483",8,3,,1,12,"17,712","1,403","19,115",81,25,10,6,222,"474,718","43,816","518,534","3,207","1,315",300,463
CON 01,Locality: 033 CAROLINE COUNTY,0402,402 - CARMEL CHURCH,753,54,807,5,,,1,12,"17,712","1,403","19,115",81,25,10,6,222,"474,718","43,816","518,534","3,207","1,315",300,463
CON 01,Locality: 033 CAROLINE COUNTY,0501,501 - WEST MATTAPONI,"1,573",116,"1,689",5,4,1,2,12,"17,712","1,403","19,115",81,25,10,6,222,"474,718","43,816","518,534","3,207","1,315",300,463
CON 01,Locality: 033 CAROLINE COUNTY,0502,502 - MILFORD,"1,348",81,"1,429",2,,1,,12,"17,712","1,403","19,115",81,25,10,6,222,"474,718","43,816","518,534","3,207","1,315",300,463
