District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
CON 01,Locality: 033 CAROLINE COUNTY,0101,101 - BOWLING GREEN,"1,646",104,"1,750",4,4,1,,12,"17,434","1,265","18,699",66,30,12,3,198,"460,972","27,481","488,453","3,148","1,337",248,350
CON 01,Locality: 033 CAROLINE COUNTY,0102,102 - SPARTA,"1,330",71,"1,401",10,4,,,12,"17,434","1,265","18,699",66,30,12,3,198,"460,972","27,481","488,453","3,148","1,337",248,350
CON 01,Locality: 033 CAROLINE COUNTY,0201,201 - NORTH MADISON,"1,221",102,"1,323",4,1,1,,12,"17,434","1,265","18,699",66,30,12,3,198,"460,972","27,481","488,453","3,148","1,337",248,350
CON 01,Locality: 033 CAROLINE COUNTY,0202,202 - SOUTH MADISON,"1,660",124,"1,784",8,3,1,1,12,"17,434","1,265","18,699",66,30,12,3,198,"460,972","27,481","488,453","3,148","1,337",248,350
CON 01,Locality: 033 CAROLINE COUNTY,0301,301 - PORT ROYAL,824,70,894,6,1,3,,12,"17,434","1,265","18,699",66,30,12,3,198,"460,972","27,481","488,453","3,148","1,337",248,350
CON 01,Locality: 033 CAROLINE COUNTY,0302,302 - WOODFORD,"1,994",122,"2,116",4,1,,,12,"17,434","1,265","18,699",66,30,12,3,198,"460,972","27,481","488,453","3,148","1,337",248,350
CON 01,Locality: 033 CAROLINE COUNTY,0401,401 - DAWN,"2,350",121,"2,471",10,3,1,,12,"17,434","1,265","18,699",66,30,12,3,198,"460,972","27,481","488,453","3,148","1,337",248,350
CON 01,Locality: 033 CAROLINE COUNTY,0402,402 - CARMEL CHURCH,742,41,783,2,,,1,12,"17,434","1,265","18,699",66,30,12,3,198,"460,972","27,481","488,453","3,148","1,337",248,350
CON 01,Locality: 033 CAROLINE COUNTY,0501,501 - WEST MATTAPONI,"1,568",106,"1,674",4,5,1,,12,"17,434","1,265","18,699",66,30,12,3,198,"460,972","27,481","488,453","3,148","1,337",248,350
CON 01,Locality: 033 CAROLINE COUNTY,0502,502 - MILFORD,"1,382",91,"1,473",2,1,1,,12,"17,434","1,265","18,699",66,30,12,3,198,"460,972","27,481","488,453","3,148","1,337",248,350
