District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
CON 01,Locality: 033 CAROLINE COUNTY,0101,101 - BOWLING GREEN,"1,640",101,"1,741",4,4,,,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
CON 01,Locality: 033 CAROLINE COUNTY,0102,102 - SPARTA,"1,330",77,"1,407",10,3,,,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
CON 01,Locality: 033 CAROLINE COUNTY,0201,201 - NORTH MADISON,"1,233",112,"1,345",3,1,,,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
CON 01,Locality: 033 CAROLINE COUNTY,0202,202 - SOUTH MADISON,"1,635",150,"1,785",7,3,,,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
CON 01,Locality: 033 CAROLINE COUNTY,0301,301 - PORT ROYAL,809,72,881,6,1,3,1,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
CON 01,Locality: 033 CAROLINE COUNTY,0302,302 - WOODFORD,"1,960",143,"2,103",5,2,,,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
CON 01,Locality: 033 CAROLINE COUNTY,0401,401 - DAWN,"2,333",137,"2,470",11,2,1,,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
CON 01,Locality: 033 CAROLINE COUNTY,0402,402 - CARMEL CHURCH,751,43,794,2,,,1,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
CON 01,Locality: 033 CAROLINE COUNTY,0501,501 - WEST MATTAPONI,"1,544",114,"1,658",4,4,1,1,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
CON 01,Locality: 033 CAROLINE COUNTY,0502,502 - MILFORD,"1,384",86,"1,470",2,1,1,,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
CON 01,Locality: 033 CAROLINE COUNTY,0601,601 - CHILESBURG,"1,585",176,"1,761",7,3,,,12,"17,355","1,360","18,715",66,25,9,4,198,"452,282","37,735","490,017","2,935","1,213",205,227
