District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
CON 01,Locality: 033 CAROLINE COUNTY,0101,101 - BOWLING GREEN,"1,646",39,"1,685",4,3,,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0102,102 - SPARTA,"1,325",48,"1,373",9,3,,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0201,201 - NORTH MADISON,"1,312",87,"1,399",5,,,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0202,202 - SOUTH MADISON,"1,628",97,"1,725",8,2,,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0301,301 - PORT ROYAL,820,29,849,6,2,3,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0302,302 - WOODFORD,"1,958",76,"2,034",6,1,,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0401,401 - DAWN,"2,291",95,"2,386",11,1,1,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0402,402 - CARMEL CHURCH,734,30,764,2,,,1,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0501,501 - WEST MATTAPONI,"1,565",61,"1,626",4,4,1,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0502,502 - MILFORD,"1,348",42,"1,390",1,1,1,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0601,601 - CHILESBURG,"1,553",109,"1,662",6,2,,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 033 CAROLINE COUNTY,0602,602 - LAKE,"1,135",79,"1,214",5,1,2,,12,"17,315",792,"18,107",67,20,8,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 057 ESSEX COUNTY,0101,101 - GREATER TAPPAHANNOCK,"1,630",113,"1,743",5,2,,,4,"7,077",306,"7,383",18,4,,,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 057 ESSEX COUNTY,0201,201 - NORTH,"1,790",62,"1,852",5,,,,4,"7,077",306,"7,383",18,4,,,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 057 ESSEX COUNTY,0301,301 - SOUTH,"1,869",68,"1,937",3,1,,,4,"7,077",306,"7,383",18,4,,,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 057 ESSEX COUNTY,0401,401 - CENTRAL,"1,788",63,"1,851",5,1,,,4,"7,077",306,"7,383",18,4,,,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 061 FAUQUIER COUNTY,0102,102 - CATLETT,"2,793",137,"2,930",6,3,,,4,"8,968",517,"9,485",16,8,4,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 061 FAUQUIER COUNTY,0104,104 - LOIS,"1,155",47,"1,202",1,1,,,4,"8,968",517,"9,485",16,8,4,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
CON 01,Locality: 061 FAUQUIER COUNTY,0301,301 - MORRISVILLE,"1,852",99,"1,951",3,,4,,4,"8,968",517,"9,485",16,8,4,1,201,"454,223","29,832","484,055","2,728","1,060",181,23
